Metric,Value,Timestamp
precipitation,40,2022-06-05T02:39:28.000Z
temperature,56,2022-06-04T07:55:14.000Z
temperature,92,2022-06-09T15:53:05.000Z
precipitation,90,2022-06-04T21:42:43.000Z
precipitation,42,2022-06-05T20:19:05.000Z
precipitation,16,2022-06-05T14:10:19.000Z
precipitation,37,2022-06-09T06:37:13.000Z
temperature,8,2022-06-03T20:38:26.000Z
precipitation,20,2022-06-07T08:37:07.000Z
precipitation,95,2022-06-03T14:45:56.000Z
temperature,79,2022-06-06T10:38:04.000Z
precipitation,80,2022-06-04T21:23:23.000Z
temperature,83,2022-06-03T09:12:52.000Z
precipitation,75,2022-06-04T15:15:41.000Z
precipitation,12,2022-06-01T04:21:18.000Z
precipitation,86,2022-06-07T10:34:51.000Z
temperature,83,2022-06-01T13:12:11.000Z
precipitation,43,2022-06-01T06:40:49.000Z
precipitation,52,2022-06-08T02:29:21.000Z
temperature,28,2022-06-06T22:59:34.000Z
precipitation,82,2022-06-01T07:28:33.000Z
temperature,42,2022-06-02T15:13:55.000Z
precipitation,63,2022-06-07T09:55:42.000Z
precipitation,59,2022-06-02T05:01:18.000Z
temperature,15,2022-06-09T01:23:00.000Z
temperature,47,2022-06-08T12:53:13.000Z
precipitation,54,2022-06-01T22:52:05.000Z
precipitation,33,2022-06-01T08:01:49.000Z
temperature,28,2022-06-03T04:41:47.000Z
precipitation,38,2022-06-05T21:59:11.000Z
temperature,32,2022-06-04T09:42:32.000Z
precipitation,86,2022-06-02T00:11:48.000Z
precipitation,54,2022-06-08T02:41:47.000Z
temperature,8,2022-06-07T03:45:07.000Z
temperature,93,2022-06-08T10:41:03.000Z
temperature,38,2022-06-04T20:35:35.000Z
precipitation,4,2022-06-01T13:26:39.000Z
temperature,9,2022-06-04T21:32:33.000Z
precipitation,40,2022-06-09T21:40:29.000Z
temperature,33,2022-06-03T16:07:11.000Z
precipitation,44,2022-06-07T14:53:17.000Z
temperature,15,2022-06-07T05:41:06.000Z
precipitation,79,2022-06-06T22:57:28.000Z
temperature,89,2022-06-01T21:50:26.000Z
precipitation,77,2022-06-03T11:06:37.000Z
temperature,27,2022-06-01T02:41:18.000Z
temperature,4,2022-06-05T09:50:54.000Z
temperature,45,2022-06-08T08:53:13.000Z
temperature,21,2022-06-01T14:23:09.000Z
temperature,60,2022-06-09T01:27:31.000Z
precipitation,75,2022-06-08T23:29:31.000Z
temperature,68,2022-06-07T13:25:59.000Z
temperature,35,2022-06-03T03:25:44.000Z
precipitation,59,2022-06-02T14:53:12.000Z
temperature,58,2022-06-04T07:26:40.000Z
precipitation,33,2022-06-08T12:20:59.000Z
temperature,45,2022-06-08T17:02:36.000Z
precipitation,70,2022-06-09T06:31:39.000Z
temperature,92,2022-06-03T05:39:50.000Z
temperature,85,2022-06-06T05:11:38.000Z
precipitation,17,2022-06-08T11:03:13.000Z
precipitation,50,2022-06-08T20:50:36.000Z
temperature,79,2022-06-06T01:47:36.000Z
precipitation,11,2022-06-03T21:32:34.000Z
precipitation,10,2022-06-03T23:37:03.000Z
temperature,45,2022-06-05T13:19:56.000Z
temperature,17,2022-06-09T20:51:03.000Z
temperature,84,2022-06-07T09:47:34.000Z
precipitation,15,2022-06-06T17:25:05.000Z
precipitation,93,2022-06-09T04:13:18.000Z
temperature,67,2022-06-02T19:22:24.000Z
temperature,35,2022-06-02T18:52:25.000Z
temperature,27,2022-06-03T19:32:13.000Z
precipitation,31,2022-06-02T17:20:32.000Z
precipitation,69,2022-06-04T01:44:16.000Z
temperature,25,2022-06-03T01:22:43.000Z
precipitation,28,2022-06-04T06:07:09.000Z
temperature,99,2022-06-05T04:51:41.000Z
precipitation,74,2022-06-05T04:45:36.000Z
precipitation,42,2022-06-09T18:28:37.000Z
temperature,17,2022-06-03T19:55:59.000Z
precipitation,32,2022-06-04T04:07:54.000Z
temperature,3,2022-06-09T08:35:33.000Z
temperature,16,2022-06-02T00:40:49.000Z
temperature,86,2022-06-04T15:01:04.000Z
temperature,45,2022-06-08T02:55:15.000Z
temperature,7,2022-06-08T12:21:43.000Z
temperature,85,2022-06-03T11:26:27.000Z
temperature,81,2022-06-05T10:53:03.000Z
temperature,6,2022-06-08T14:40:42.000Z
temperature,63,2022-06-01T03:45:13.000Z
precipitation,88,2022-06-06T14:09:17.000Z
precipitation,64,2022-06-06T03:08:05.000Z
precipitation,35,2022-06-03T06:53:41.000Z
temperature,3,2022-06-04T18:25:04.000Z
precipitation,25,2022-06-07T12:13:31.000Z
precipitation,27,2022-06-07T12:51:54.000Z
temperature,71,2022-06-09T23:57:29.000Z
precipitation,13,2022-06-06T00:22:45.000Z
precipitation,33,2022-06-06T23:32:58.000Z
precipitation,98,2022-06-07T11:46:18.000Z
precipitation,100,2022-06-02T19:49:02.000Z
temperature,45,2022-06-09T07:10:06.000Z
precipitation,77,2022-06-02T21:59:10.000Z
precipitation,2,2022-06-06T05:35:58.000Z
temperature,59,2022-06-01T08:31:03.000Z
precipitation,83,2022-06-06T23:40:18.000Z
precipitation,79,2022-06-02T12:56:40.000Z
precipitation,61,2022-06-08T09:23:59.000Z
temperature,82,2022-06-04T21:47:18.000Z
precipitation,66,2022-06-07T20:36:49.000Z
precipitation,91,2022-06-05T01:23:38.000Z
precipitation,73,2022-06-01T00:53:49.000Z
precipitation,47,2022-06-03T03:18:43.000Z
temperature,54,2022-06-04T19:05:30.000Z
precipitation,17,2022-06-09T07:44:16.000Z
precipitation,85,2022-06-09T22:39:49.000Z
temperature,64,2022-06-09T14:30:24.000Z
precipitation,85,2022-06-02T18:54:23.000Z
temperature,16,2022-06-06T00:08:35.000Z
precipitation,47,2022-06-01T19:18:33.000Z
precipitation,25,2022-06-09T07:55:30.000Z
temperature,34,2022-06-04T15:09:00.000Z
temperature,79,2022-06-08T17:42:12.000Z
precipitation,40,2022-06-09T01:25:53.000Z
temperature,71,2022-06-03T08:18:29.000Z
temperature,59,2022-06-05T17:32:29.000Z
temperature,40,2022-06-04T14:30:02.000Z
precipitation,92,2022-06-04T20:06:14.000Z
precipitation,86,2022-06-05T07:29:41.000Z
precipitation,93,2022-06-05T13:39:49.000Z
precipitation,53,2022-06-04T23:00:02.000Z
temperature,10,2022-06-04T23:53:43.000Z
precipitation,46,2022-06-04T00:36:13.000Z
temperature,98,2022-06-03T20:29:39.000Z
precipitation,64,2022-06-05T19:23:37.000Z
temperature,46,2022-06-07T14:57:16.000Z
precipitation,99,2022-06-01T15:51:34.000Z
temperature,68,2022-06-07T03:32:08.000Z
temperature,87,2022-06-02T15:41:04.000Z
precipitation,3,2022-06-03T21:46:56.000Z
precipitation,70,2022-06-01T22:17:42.000Z
precipitation,97,2022-06-06T03:40:12.000Z
precipitation,32,2022-06-09T19:44:03.000Z
temperature,8,2022-06-07T07:05:07.000Z
temperature,41,2022-06-07T08:31:06.000Z
temperature,87,2022-06-04T19:49:43.000Z
temperature,23,2022-06-05T22:39:27.000Z
precipitation,1,2022-06-06T02:22:44.000Z
temperature,8,2022-06-04T17:47:37.000Z
precipitation,57,2022-06-09T01:47:00.000Z
precipitation,29,2022-06-04T22:37:59.000Z
precipitation,47,2022-06-01T14:02:46.000Z
temperature,70,2022-06-08T20:51:11.000Z
temperature,23,2022-06-04T08:38:17.000Z
temperature,55,2022-06-05T20:59:38.000Z
precipitation,14,2022-06-06T18:49:37.000Z
precipitation,50,2022-06-01T03:47:38.000Z
temperature,55,2022-06-04T14:26:17.000Z
precipitation,5,2022-06-03T17:43:09.000Z
precipitation,72,2022-06-03T00:50:57.000Z
temperature,19,2022-06-05T17:33:01.000Z
precipitation,26,2022-06-03T07:20:19.000Z
precipitation,64,2022-06-02T21:52:07.000Z
precipitation,39,2022-06-05T05:39:31.000Z
precipitation,95,2022-06-03T05:13:11.000Z
precipitation,43,2022-06-02T22:42:52.000Z
temperature,51,2022-06-01T08:33:10.000Z
precipitation,70,2022-06-08T14:01:55.000Z
precipitation,24,2022-06-03T02:50:31.000Z
temperature,7,2022-06-01T22:43:11.000Z
precipitation,17,2022-06-01T22:00:20.000Z
temperature,84,2022-06-08T01:06:35.000Z
precipitation,13,2022-06-06T01:07:35.000Z
precipitation,98,2022-06-02T02:24:46.000Z
precipitation,48,2022-06-03T04:21:34.000Z
temperature,94,2022-06-09T13:21:17.000Z
precipitation,79,2022-06-05T23:26:18.000Z
precipitation,81,2022-06-07T22:26:00.000Z
temperature,94,2022-06-03T08:42:34.000Z
precipitation,93,2022-06-08T04:18:33.000Z
precipitation,57,2022-06-02T01:33:15.000Z
precipitation,26,2022-06-03T12:36:19.000Z
precipitation,85,2022-06-03T13:55:55.000Z
precipitation,45,2022-06-08T01:35:46.000Z
precipitation,42,2022-06-03T11:36:12.000Z
precipitation,100,2022-06-07T06:28:44.000Z
temperature,54,2022-06-08T04:58:04.000Z
temperature,25,2022-06-05T23:56:18.000Z
temperature,18,2022-06-03T01:23:44.000Z
temperature,48,2022-06-07T13:10:58.000Z
precipitation,32,2022-06-06T05:49:34.000Z
precipitation,84,2022-06-01T12:20:21.000Z
temperature,36,2022-06-06T03:39:41.000Z
temperature,34,2022-06-06T07:02:34.000Z
precipitation,35,2022-06-01T13:38:47.000Z
temperature,44,2022-06-01T10:37:15.000Z
temperature,62,2022-06-04T06:47:37.000Z
temperature,23,2022-06-02T22:46:28.000Z
precipitation,75,2022-06-09T18:38:08.000Z
temperature,17,2022-06-09T07:16:15.000Z
temperature,9,2022-06-04T14:02:31.000Z
temperature,22,2022-06-02T05:08:19.000Z
precipitation,93,2022-06-06T15:33:06.000Z
temperature,77,2022-06-05T08:15:56.000Z
precipitation,93,2022-06-02T15:25:43.000Z
precipitation,69,2022-06-02T22:39:29.000Z
precipitation,64,2022-06-01T22:50:29.000Z
temperature,16,2022-06-05T09:06:15.000Z
temperature,4,2022-06-05T18:52:16.000Z
precipitation,54,2022-06-09T19:03:05.000Z
temperature,67,2022-06-03T00:52:46.000Z
precipitation,99,2022-06-02T22:31:43.000Z
precipitation,98,2022-06-06T02:44:19.000Z
temperature,68,2022-06-03T05:27:19.000Z
precipitation,56,2022-06-01T23:32:59.000Z
temperature,70,2022-06-01T10:30:17.000Z
temperature,40,2022-06-09T07:56:06.000Z
precipitation,11,2022-06-08T01:01:55.000Z
precipitation,18,2022-06-08T09:24:37.000Z
temperature,31,2022-06-09T18:48:15.000Z
temperature,81,2022-06-08T16:22:25.000Z
temperature,33,2022-06-02T04:39:32.000Z
precipitation,76,2022-06-01T23:21:14.000Z
precipitation,49,2022-06-09T09:48:16.000Z
temperature,48,2022-06-08T04:06:40.000Z
precipitation,82,2022-06-04T21:40:07.000Z
temperature,32,2022-06-09T09:42:38.000Z
temperature,98,2022-06-09T07:30:19.000Z
temperature,28,2022-06-07T19:03:26.000Z
temperature,99,2022-06-05T19:24:55.000Z
precipitation,43,2022-06-09T02:52:04.000Z
precipitation,41,2022-06-04T04:28:44.000Z
precipitation,27,2022-06-06T21:06:42.000Z
temperature,43,2022-06-04T23:11:11.000Z
temperature,11,2022-06-04T01:35:01.000Z
temperature,38,2022-06-06T10:16:01.000Z
temperature,66,2022-06-09T17:38:09.000Z
precipitation,3,2022-06-01T18:01:39.000Z
temperature,43,2022-06-04T17:44:21.000Z
precipitation,56,2022-06-06T07:14:05.000Z
precipitation,76,2022-06-06T21:43:20.000Z
temperature,56,2022-06-07T18:40:54.000Z
temperature,8,2022-06-05T22:40:06.000Z
precipitation,60,2022-06-08T03:17:23.000Z
precipitation,8,2022-06-07T03:41:00.000Z
temperature,92,2022-06-04T04:08:29.000Z
temperature,1,2022-06-09T17:45:39.000Z
temperature,40,2022-06-03T08:22:31.000Z
precipitation,36,2022-06-02T12:28:08.000Z
precipitation,90,2022-06-01T01:15:36.000Z
precipitation,97,2022-06-07T19:29:38.000Z
temperature,69,2022-06-02T02:39:17.000Z
precipitation,61,2022-06-07T01:09:46.000Z
precipitation,3,2022-06-03T01:17:45.000Z
precipitation,21,2022-06-03T20:34:38.000Z
precipitation,4,2022-06-02T01:16:29.000Z
temperature,32,2022-06-02T10:59:47.000Z
temperature,21,2022-06-02T13:53:10.000Z
precipitation,48,2022-06-07T00:48:54.000Z
temperature,93,2022-06-03T22:50:54.000Z
temperature,93,2022-06-04T02:07:29.000Z
temperature,18,2022-06-03T00:12:49.000Z
temperature,8,2022-06-06T00:58:55.000Z
precipitation,14,2022-06-09T21:49:42.000Z
temperature,48,2022-06-08T16:21:39.000Z
precipitation,83,2022-06-06T10:07:44.000Z
temperature,63,2022-06-01T09:13:14.000Z
precipitation,6,2022-06-09T06:37:39.000Z
temperature,18,2022-06-07T22:37:05.000Z
precipitation,11,2022-06-06T15:38:07.000Z
precipitation,18,2022-06-09T11:28:11.000Z
temperature,68,2022-06-02T23:08:11.000Z
temperature,8,2022-06-04T16:15:57.000Z
temperature,17,2022-06-08T11:30:50.000Z
temperature,83,2022-06-01T13:10:06.000Z
temperature,71,2022-06-05T05:52:32.000Z
temperature,27,2022-06-09T15:42:10.000Z
precipitation,1,2022-06-09T12:52:47.000Z
precipitation,29,2022-06-07T14:21:35.000Z
temperature,25,2022-06-02T03:03:36.000Z
precipitation,66,2022-06-07T10:15:43.000Z
temperature,94,2022-06-04T15:37:44.000Z
temperature,97,2022-06-06T21:35:58.000Z
temperature,54,2022-06-02T19:33:20.000Z
precipitation,11,2022-06-01T07:43:04.000Z
precipitation,85,2022-06-02T18:19:59.000Z
precipitation,68,2022-06-08T02:27:16.000Z
temperature,43,2022-06-05T04:29:11.000Z
temperature,30,2022-06-05T10:52:02.000Z
temperature,25,2022-06-02T06:54:59.000Z
precipitation,28,2022-06-05T11:59:26.000Z
temperature,4,2022-06-05T19:09:04.000Z
temperature,25,2022-06-08T16:12:01.000Z
temperature,93,2022-06-04T08:31:59.000Z
temperature,53,2022-06-04T13:59:23.000Z
precipitation,74,2022-06-05T03:38:01.000Z
precipitation,50,2022-06-02T21:51:35.000Z
precipitation,90,2022-06-08T21:21:54.000Z
temperature,13,2022-06-05T13:19:24.000Z
temperature,50,2022-06-08T09:22:41.000Z
temperature,79,2022-06-01T16:45:55.000Z
precipitation,22,2022-06-09T17:08:18.000Z
temperature,9,2022-06-02T19:05:21.000Z
temperature,90,2022-06-03T21:08:30.000Z
precipitation,67,2022-06-02T00:17:16.000Z
temperature,99,2022-06-07T18:21:06.000Z
precipitation,98,2022-06-09T05:54:27.000Z
temperature,62,2022-06-06T07:36:51.000Z
precipitation,70,2022-06-01T03:12:49.000Z
precipitation,100,2022-06-09T00:04:59.000Z
temperature,39,2022-06-02T21:45:15.000Z
temperature,64,2022-06-08T20:28:24.000Z
temperature,26,2022-06-06T04:40:55.000Z
temperature,71,2022-06-05T14:25:03.000Z
temperature,72,2022-06-04T07:09:25.000Z
temperature,24,2022-06-04T07:11:23.000Z
precipitation,18,2022-06-05T04:13:26.000Z
temperature,95,2022-06-03T13:20:17.000Z
temperature,65,2022-06-04T15:47:37.000Z
precipitation,56,2022-06-08T11:30:20.000Z
temperature,89,2022-06-06T04:29:44.000Z
precipitation,69,2022-06-07T12:59:37.000Z
precipitation,62,2022-06-04T08:17:03.000Z
precipitation,100,2022-06-09T08:05:18.000Z
precipitation,8,2022-06-01T01:46:15.000Z
temperature,18,2022-06-04T14:14:36.000Z
precipitation,95,2022-06-06T22:36:05.000Z
precipitation,66,2022-06-08T21:00:01.000Z
temperature,20,2022-06-09T08:47:54.000Z
precipitation,64,2022-06-08T15:07:13.000Z
precipitation,89,2022-06-07T15:52:56.000Z
temperature,97,2022-06-09T21:56:37.000Z
precipitation,22,2022-06-01T06:05:39.000Z
temperature,39,2022-06-08T13:42:15.000Z
precipitation,79,2022-06-02T08:36:52.000Z
temperature,56,2022-06-04T01:42:24.000Z
temperature,53,2022-06-03T17:43:29.000Z
precipitation,19,2022-06-09T00:37:14.000Z
temperature,70,2022-06-02T17:01:37.000Z
precipitation,90,2022-06-08T23:01:27.000Z
temperature,23,2022-06-05T13:39:17.000Z
precipitation,76,2022-06-02T23:52:12.000Z
temperature,7,2022-06-06T12:49:54.000Z
temperature,21,2022-06-01T21:59:47.000Z
precipitation,9,2022-06-01T19:26:03.000Z
precipitation,5,2022-06-02T13:56:57.000Z
temperature,56,2022-06-05T21:59:48.000Z
temperature,76,2022-06-06T03:13:23.000Z
temperature,37,2022-06-01T13:43:44.000Z
temperature,94,2022-06-02T18:43:24.000Z
temperature,99,2022-06-06T04:58:01.000Z
precipitation,10,2022-06-06T08:55:19.000Z
temperature,85,2022-06-01T08:52:02.000Z
precipitation,20,2022-06-03T19:36:22.000Z
temperature,32,2022-06-09T04:44:07.000Z
precipitation,72,2022-06-01T21:55:16.000Z
temperature,41,2022-06-04T23:44:00.000Z
precipitation,32,2022-06-06T17:07:01.000Z
temperature,77,2022-06-02T15:40:09.000Z
temperature,15,2022-06-05T05:54:18.000Z
precipitation,91,2022-06-08T10:39:35.000Z
precipitation,81,2022-06-07T00:15:05.000Z
precipitation,7,2022-06-02T00:55:53.000Z
precipitation,56,2022-06-03T20:15:55.000Z
precipitation,55,2022-06-08T06:38:54.000Z
precipitation,71,2022-06-03T05:48:58.000Z
precipitation,92,2022-06-06T19:18:56.000Z
precipitation,29,2022-06-05T05:21:34.000Z
precipitation,6,2022-06-02T04:14:47.000Z
temperature,81,2022-06-09T11:03:10.000Z
precipitation,76,2022-06-09T19:38:42.000Z
precipitation,42,2022-06-07T17:35:37.000Z
temperature,16,2022-06-08T00:42:19.000Z
temperature,37,2022-06-08T05:09:03.000Z
precipitation,43,2022-06-02T04:06:26.000Z
precipitation,64,2022-06-04T21:33:41.000Z
precipitation,86,2022-06-01T18:35:52.000Z
precipitation,88,2022-06-01T07:49:37.000Z
temperature,35,2022-06-04T18:21:58.000Z
precipitation,17,2022-06-07T00:58:59.000Z
temperature,43,2022-06-01T14:11:46.000Z
precipitation,25,2022-06-01T10:02:50.000Z
precipitation,39,2022-06-07T03:22:40.000Z
precipitation,77,2022-06-04T11:41:55.000Z
temperature,39,2022-06-03T14:18:03.000Z
precipitation,68,2022-06-08T13:25:24.000Z
temperature,80,2022-06-06T09:39:46.000Z
precipitation,22,2022-06-04T02:01:49.000Z
precipitation,25,2022-06-04T10:24:57.000Z
temperature,72,2022-06-01T01:59:32.000Z
precipitation,4,2022-06-07T08:34:11.000Z
precipitation,40,2022-06-03T09:58:08.000Z
precipitation,46,2022-06-04T09:07:23.000Z
precipitation,53,2022-06-03T21:25:09.000Z
precipitation,83,2022-06-04T17:08:43.000Z
temperature,95,2022-06-02T08:01:04.000Z
temperature,2,2022-06-02T10:30:23.000Z
precipitation,100,2022-06-02T08:38:31.000Z
precipitation,49,2022-06-05T15:00:48.000Z
temperature,78,2022-06-04T14:08:20.000Z
temperature,83,2022-06-07T17:20:11.000Z
temperature,5,2022-06-07T18:53:45.000Z
precipitation,6,2022-06-02T05:54:12.000Z
precipitation,76,2022-06-04T12:27:17.000Z
temperature,38,2022-06-06T00:31:57.000Z
precipitation,32,2022-06-05T00:33:03.000Z
temperature,84,2022-06-08T01:38:29.000Z
precipitation,18,2022-06-08T08:02:02.000Z
precipitation,34,2022-06-01T13:23:54.000Z
precipitation,28,2022-06-04T22:47:33.000Z
precipitation,71,2022-06-01T18:20:40.000Z
precipitation,41,2022-06-03T23:18:31.000Z
temperature,73,2022-06-03T02:11:04.000Z
precipitation,77,2022-06-06T17:11:53.000Z
precipitation,72,2022-06-03T14:25:13.000Z
precipitation,6,2022-06-06T02:07:26.000Z
temperature,10,2022-06-08T03:36:49.000Z
temperature,47,2022-06-07T12:07:11.000Z
temperature,28,2022-06-02T02:18:02.000Z
temperature,76,2022-06-07T09:28:38.000Z
temperature,56,2022-06-08T22:35:24.000Z
precipitation,80,2022-06-07T09:51:03.000Z
precipitation,16,2022-06-05T17:08:31.000Z
precipitation,41,2022-06-06T12:57:20.000Z
precipitation,21,2022-06-01T10:32:33.000Z
precipitation,32,2022-06-08T23:33:06.000Z
temperature,57,2022-06-08T19:54:03.000Z
temperature,33,2022-06-01T22:49:51.000Z
precipitation,74,2022-06-08T12:12:01.000Z
precipitation,5,2022-06-03T18:49:31.000Z
temperature,9,2022-06-02T14:00:02.000Z
temperature,73,2022-06-07T14:23:11.000Z
precipitation,11,2022-06-02T18:00:56.000Z
temperature,39,2022-06-02T21:05:44.000Z
precipitation,10,2022-06-09T07:22:27.000Z
precipitation,69,2022-06-06T14:09:42.000Z
precipitation,41,2022-06-03T15:38:01.000Z
temperature,20,2022-06-08T20:58:16.000Z
temperature,17,2022-06-01T02:21:28.000Z
precipitation,73,2022-06-06T19:16:30.000Z
temperature,3,2022-06-03T03:55:56.000Z
precipitation,72,2022-06-07T10:31:43.000Z
precipitation,7,2022-06-07T04:09:09.000Z
temperature,9,2022-06-05T10:28:45.000Z
precipitation,39,2022-06-02T18:18:22.000Z
precipitation,85,2022-06-07T22:03:48.000Z
temperature,55,2022-06-06T21:53:54.000Z
precipitation,75,2022-06-01T17:14:27.000Z
precipitation,2,2022-06-09T00:17:49.000Z
precipitation,18,2022-06-09T20:53:25.000Z
precipitation,70,2022-06-06T20:41:34.000Z
temperature,2,2022-06-02T00:30:18.000Z
precipitation,14,2022-06-07T21:58:15.000Z
temperature,96,2022-06-08T07:32:25.000Z
temperature,84,2022-06-07T07:16:09.000Z
precipitation,42,2022-06-05T04:54:12.000Z
temperature,76,2022-06-06T22:58:46.000Z
temperature,97,2022-06-05T12:54:36.000Z
precipitation,29,2022-06-06T10:54:12.000Z
temperature,52,2022-06-09T03:50:45.000Z
temperature,36,2022-06-01T14:30:42.000Z
temperature,3,2022-06-01T18:36:32.000Z
precipitation,62,2022-06-02T22:43:45.000Z
precipitation,15,2022-06-09T05:01:45.000Z
precipitation,26,2022-06-05T23:18:20.000Z
precipitation,6,2022-06-03T05:10:31.000Z
precipitation,58,2022-06-02T05:12:42.000Z
precipitation,28,2022-06-01T23:11:20.000Z
temperature,8,2022-06-09T18:10:34.000Z
precipitation,50,2022-06-04T15:20:22.000Z
precipitation,51,2022-06-04T00:11:36.000Z
precipitation,15,2022-06-02T15:01:50.000Z
precipitation,31,2022-06-07T07:02:35.000Z
precipitation,86,2022-06-07T06:44:12.000Z
temperature,70,2022-06-09T08:12:57.000Z
temperature,32,2022-06-04T11:15:10.000Z
temperature,16,2022-06-04T23:46:41.000Z
precipitation,85,2022-06-07T11:26:16.000Z
temperature,7,2022-06-08T11:06:30.000Z
precipitation,6,2022-06-06T19:29:50.000Z
precipitation,71,2022-06-02T02:23:10.000Z
precipitation,46,2022-06-05T20:19:28.000Z
temperature,60,2022-06-06T16:41:43.000Z
temperature,61,2022-06-08T04:25:26.000Z
precipitation,94,2022-06-01T15:59:49.000Z
temperature,99,2022-06-05T10:07:19.000Z
precipitation,68,2022-06-04T04:57:32.000Z
precipitation,11,2022-06-09T08:27:21.000Z
precipitation,4,2022-06-08T06:27:34.000Z
temperature,58,2022-06-03T06:01:51.000Z
precipitation,76,2022-06-01T18:59:15.000Z
temperature,41,2022-06-02T10:27:10.000Z
precipitation,56,2022-06-07T22:08:30.000Z
precipitation,41,2022-06-05T19:19:17.000Z
temperature,33,2022-06-02T09:21:28.000Z
temperature,49,2022-06-02T15:23:43.000Z
temperature,9,2022-06-01T14:44:32.000Z
temperature,40,2022-06-03T12:33:38.000Z
precipitation,80,2022-06-04T06:18:45.000Z
precipitation,90,2022-06-07T13:24:56.000Z
precipitation,32,2022-06-03T00:10:04.000Z
temperature,41,2022-06-04T04:35:01.000Z
precipitation,1,2022-06-06T18:31:27.000Z
temperature,63,2022-06-05T00:44:04.000Z
precipitation,2,2022-06-05T21:05:07.000Z
precipitation,24,2022-06-02T04:16:23.000Z
temperature,70,2022-06-08T18:18:09.000Z
precipitation,44,2022-06-07T13:31:05.000Z
temperature,70,2022-06-03T12:27:24.000Z
precipitation,14,2022-06-07T08:25:04.000Z
precipitation,49,2022-06-05T01:16:00.000Z
temperature,57,2022-06-03T02:10:03.000Z
precipitation,6,2022-06-05T19:13:18.000Z
temperature,13,2022-06-01T05:26:54.000Z
temperature,28,2022-06-08T19:42:43.000Z
precipitation,89,2022-06-01T02:04:53.000Z
precipitation,81,2022-06-03T09:30:42.000Z
temperature,41,2022-06-03T12:23:24.000Z
precipitation,50,2022-06-04T08:56:54.000Z
temperature,69,2022-06-02T08:21:15.000Z
temperature,67,2022-06-06T08:32:45.000Z
precipitation,1,2022-06-09T02:05:58.000Z
precipitation,56,2022-06-02T10:07:31.000Z
precipitation,35,2022-06-09T13:49:41.000Z
temperature,2,2022-06-03T02:21:03.000Z
precipitation,76,2022-06-05T07:53:55.000Z
precipitation,28,2022-06-08T10:35:49.000Z
temperature,2,2022-06-04T17:17:02.000Z
precipitation,43,2022-06-08T22:23:47.000Z
precipitation,47,2022-06-03T17:11:33.000Z
temperature,71,2022-06-03T17:02:25.000Z
temperature,27,2022-06-02T23:30:10.000Z
precipitation,14,2022-06-08T23:07:39.000Z
precipitation,34,2022-06-07T18:05:38.000Z
precipitation,65,2022-06-09T00:11:38.000Z
precipitation,53,2022-06-04T12:26:05.000Z
precipitation,90,2022-06-03T19:39:59.000Z
temperature,64,2022-06-01T10:30:06.000Z
temperature,26,2022-06-05T03:24:24.000Z
temperature,62,2022-06-05T15:45:27.000Z
temperature,55,2022-06-08T23:51:07.000Z
precipitation,23,2022-06-04T23:37:12.000Z
temperature,68,2022-06-09T05:32:45.000Z
precipitation,66,2022-06-03T23:52:38.000Z
precipitation,62,2022-06-05T08:11:54.000Z
temperature,44,2022-06-07T02:11:05.000Z
temperature,44,2022-06-01T09:49:50.000Z
precipitation,90,2022-06-02T19:50:12.000Z
precipitation,91,2022-06-03T07:47:06.000Z
temperature,91,2022-06-09T14:43:16.000Z
precipitation,75,2022-06-06T17:41:21.000Z
precipitation,26,2022-06-04T17:42:47.000Z
temperature,24,2022-06-04T23:25:58.000Z
precipitation,43,2022-06-04T06:39:59.000Z
precipitation,90,2022-06-09T06:57:52.000Z
temperature,20,2022-06-09T22:39:34.000Z
precipitation,82,2022-06-08T12:32:02.000Z
precipitation,38,2022-06-06T08:00:24.000Z
temperature,15,2022-06-06T17:38:42.000Z
temperature,14,2022-06-03T01:37:20.000Z
precipitation,40,2022-06-06T07:00:15.000Z
temperature,69,2022-06-02T00:03:07.000Z
precipitation,26,2022-06-09T13:36:25.000Z
precipitation,10,2022-06-07T21:19:13.000Z
temperature,43,2022-06-02T13:38:28.000Z
temperature,84,2022-06-02T15:06:33.000Z
temperature,31,2022-06-08T03:59:33.000Z
precipitation,33,2022-06-03T15:16:53.000Z
precipitation,73,2022-06-03T21:09:32.000Z
precipitation,96,2022-06-01T10:42:19.000Z
temperature,14,2022-06-06T19:14:35.000Z
temperature,73,2022-06-06T09:56:55.000Z
precipitation,92,2022-06-09T15:26:50.000Z
precipitation,33,2022-06-08T04:18:04.000Z
precipitation,5,2022-06-05T13:30:34.000Z
temperature,88,2022-06-02T05:43:23.000Z
temperature,75,2022-06-01T03:56:14.000Z
precipitation,27,2022-06-01T22:16:13.000Z
temperature,99,2022-06-06T13:23:47.000Z
precipitation,95,2022-06-07T07:10:38.000Z
precipitation,32,2022-06-06T00:54:18.000Z
precipitation,84,2022-06-09T23:23:39.000Z
precipitation,93,2022-06-03T10:40:59.000Z
temperature,80,2022-06-04T11:48:55.000Z
temperature,72,2022-06-02T22:03:42.000Z
precipitation,69,2022-06-02T21:37:08.000Z
precipitation,62,2022-06-08T01:23:51.000Z
temperature,89,2022-06-08T08:43:42.000Z
precipitation,63,2022-06-08T14:35:00.000Z
temperature,34,2022-06-02T09:08:31.000Z
precipitation,53,2022-06-01T12:57:16.000Z
temperature,77,2022-06-01T16:47:47.000Z
precipitation,48,2022-06-05T00:07:45.000Z
